Date,Consumer Price Index,Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services,Country
01-Jan-2009,6016.17,5064.54,10740.53,3131.43,12852.81,2940.29,8811.53,6888.41,3225.96,4489.87,12667.68,7579.02,4697.27,Bulgaria
01-Feb-2009,6019.34,5029.83,10778.31,3107.4,12858.83,2966.17,8805.16,7028.73,3224.94,4491.8,12756.17,7654.86,4760.2,Bulgaria
01-Mar-2009,6008.26,5025.25,11004.77,3147.89,12735.36,2978.88,8792.44,6875.78,3220.47,4449.18,12777.52,7663.14,4811.81,Bulgaria
01-Apr-2009,6049.89,5024.97,12462.8,3170.48,12739.28,2979.33,8799.2,6899.2,3215.8,4330.64,12785.26,7677.29,4832.31,Bulgaria
01-May-2009,6030.59,4961.31,12512.11,3178.99,12720.82,2986.32,8803.98,6987.01,3214.42,4330.42,12791.59,7687.56,4838.55,Bulgaria
01-Jun-2009,6008.18,4845.86,12577.82,3170.85,12716.27,2986.28,9028.68,7167.09,3213.74,4395.07,12794.32,7689.76,4875.16,Bulgaria
01-Jul-2009,5972.73,4774.34,12625.83,3114.33,12517.58,2987.28,9056.66,7155.99,3210.36,4605.07,12797.07,7701.3,4912.81,Bulgaria
01-Aug-2009,5963.39,4728.87,12641.64,3066.91,12516.46,2989.53,9106.5,7287.03,3211.46,4622.3,12797.07,7732.25,4918.22,Bulgaria
01-Sep-2009,5961.49,4750.29,12638.64,3093.54,12505.11,2988.64,9159.78,7201.58,3204.59,4410.56,13463.93,7765.71,4934.55,Bulgaria
01-Oct-2009,5969.39,4741.28,12641.82,3161.75,12513.95,2986.16,9204.43,7196.3,3204.49,4430.23,13709.24,7810.67,4944.89,Bulgaria
01-Nov-2009,5975,4754.15,12641.19,3166.51,12432.43,2976.87,9241.24,7272.77,3203.76,4434.71,13708.14,7813.52,4952.24,Bulgaria
01-Dec-2009,6003.16,4806.01,12655.66,3135.19,12444.86,2974.64,9260.06,7233.25,3202.21,4580.55,13708.72,7828.49,4960.99,Bulgaria
01-Jan-2010,6042.06,4846.94,12772.47,3074.86,12552.89,2972.68,9282.91,7342.64,3201.2,4654.7,13708.72,7868.15,4957.76,Bulgaria
01-Feb-2010,6075.93,4917.97,12929.34,3028.96,12559.31,2971.17,9245.56,7354.48,3200.96,4692.54,13742.61,7866.78,4963.81,Bulgaria
01-Mar-2010,6088.99,4912.16,13148.62,3078.16,12557.11,2960.3,9249.52,7524.01,3201.05,4619.95,13744.34,7840.01,4999.38,Bulgaria
01-Apr-2010,6157.61,4883.95,15885.96,3104.06,12597.81,2958.62,9255.38,7579.74,3199.97,4506.23,13744.34,7822.19,5088.15,Bulgaria
01-May-2010,6146.71,4841.31,15931.55,3111.29,12596.72,2955.49,9274.76,7688.17,3198.84,4472.31,13744.34,7817.84,5106.07,Bulgaria
01-Jun-2010,6090.33,4709.71,15960.54,3096,12594.75,2954.65,9281.88,7694.61,3197.87,4471.19,13749.14,7826.71,5116.77,Bulgaria
01-Jul-2010,6114.54,4707.82,15993.26,3066.71,12745.41,2951.56,9290.35,7727.3,3184.2,4682.97,13778.95,7848.51,5125.37,Bulgaria
01-Aug-2010,6121.77,4729.06,15953.75,3016.51,12740.29,2949.39,9307.64,7779,3179.42,4677.51,13809.75,7856.78,5116.82,Bulgaria
01-Sep-2010,6167.72,4842.37,15953.8,3079.69,12772.05,2947.6,9319.41,7812.25,3176.34,4439.4,13854.51,7838.86,5139.77,Bulgaria
01-Oct-2010,6204.47,4918.75,15965.27,3120.31,12786.95,2957.01,9316.92,7770,3174.18,4438.01,13927.04,7860.66,5140.9,Bulgaria
01-Nov-2010,6247.8,4978.85,15986.82,3136.71,12891.17,2964.76,9323.6,7825.74,3170.32,4448.9,13926.65,7896.37,5151.85,Bulgaria
01-Dec-2010,6275.18,4997.93,15995.44,3139.81,12919.09,2957.74,9352.62,7963.69,3164.41,4541.03,13929.56,7946.07,5160.04,Bulgaria
01-Jan-2011,6315.08,5070.28,16020.04,3100.56,12866.02,2957.02,9443.94,8079.34,3162.22,4550.3,13954.33,7962.4,5182.21,Bulgaria
01-Feb-2011,6392.97,5225.02,16044.39,3065.07,12865.15,2957.66,9452.54,8175.94,3162.2,4556.41,13942,7979.24,5198.53,Bulgaria
01-Mar-2011,6428.79,5291.8,16042.61,3055.59,12846.8,2958.13,9437.73,8319.04,3162.26,4523.76,13957.48,7984.12,5209.7,Bulgaria
01-Apr-2011,6443.73,5328.46,16034.19,3160.04,12845.18,2953.08,9447.66,8214.52,3161.09,4438.6,13991.38,8009.26,5219.39,Bulgaria
01-May-2011,6441.4,5301.45,16001.17,3177.08,12847.88,2964.19,9457.51,8349.22,3158.84,4431.49,13991.04,8026.67,5221.5,Bulgaria
01-Jun-2011,6383.72,5176.1,16014.46,3183.58,12855.22,2963.1,9465.68,8267.88,3158.77,4470.22,14053.62,8054.87,5231.66,Bulgaria
01-Jul-2011,6385.96,5130.58,15973.2,3158.71,13007.85,2963.76,9475.49,8375.4,3156.53,4569.76,14048.49,8099.53,5228.91,Bulgaria
01-Aug-2011,6369.93,5098.94,15948.55,3106.14,13037.62,2955.5,9475.57,8386.88,3156.52,4544.95,14059.2,8116.2,5245.71,Bulgaria
01-Sep-2011,6372.03,5105.99,15984.09,3083.22,13054.28,2954.74,9588.77,8407.97,3156.44,4365.04,14379.64,8098.42,5268.36,Bulgaria
01-Oct-2011,6421.28,5180.89,15999.25,3214.1,13107,2949.9,9609.62,8382.04,3156.45,4355.34,14560.9,8128.27,5282.05,Bulgaria
01-Nov-2011,6441.74,5205.67,15988.8,3236.69,13180.71,2948.96,9617.06,8367.31,3153.3,4356.41,14551.48,8173.68,5291.91,Bulgaria
01-Dec-2011,6447.93,5213.31,15998.34,3237.88,13202.77,2952.58,9631.27,8278.7,3144.98,4436.81,14551.48,8210.58,5294.11,Bulgaria
01-Jan-2012,6462.8,5226.98,16004.42,3175.31,13207.82,2949.04,9653.45,8506.26,3140.83,4391.33,14856.25,8227.04,5298.32,Bulgaria
01-Feb-2012,6521.12,5311.44,16008.59,3095.33,13367.33,2931.36,9664.31,8727.01,3140.83,4389.8,14858.29,8233.22,5292.12,Bulgaria
01-Mar-2012,6538.83,5347.92,16010.92,3049.73,13391.79,2935.24,9626.19,8827.53,3132.4,4361.91,14877.02,8232.35,5297.66,Bulgaria
01-Apr-2012,6553.53,5340.55,15993.63,3177.7,13494.28,2923.49,9632.87,8910.29,3131.83,4293.5,14893.26,8217.78,5305.18,Bulgaria
01-May-2012,6548.35,5349.53,15999.91,3185.91,13487.06,2928.9,9672.78,8710.38,3131.82,4285.75,14893.26,8225.19,5305.97,Bulgaria
01-Jun-2012,6482.99,5223.75,16019.72,3176.79,13481.02,2923.49,9664.7,8556.3,3136.35,4305.45,14894.34,8274.37,5293.7,Bulgaria
01-Jul-2012,6582.06,5254.02,16030.11,3144.24,14334.14,2927.86,9664.88,8680.81,3134.2,4432.3,14900.91,8317.42,5286.21,Bulgaria
01-Aug-2012,6616.4,5303.9,16045.03,3040.64,14374.29,2928.82,9672.59,8936.62,3134.13,4402.65,14915.12,8341.71,5299.74,Bulgaria
01-Sep-2012,6687.25,5445.14,16037.9,3031.6,14435.29,2957.17,9599.25,9082.85,3133.41,4264.46,15135.93,8342.13,5327.36,Bulgaria
01-Oct-2012,6704.35,5459.68,16042.78,3175.11,14499.41,2971.23,9523.4,8928.88,3127.28,4323.78,15483.37,8396.98,5333.8,Bulgaria
01-Nov-2012,6695.55,5443.76,16054.2,3217.18,14555.39,2959.69,9501.77,8779.03,3126.99,4326.23,15480.14,8432.12,5324.22,Bulgaria
01-Dec-2012,6721.75,5493.57,16050.05,3217.19,14567.19,2958.69,9482.07,8683.46,3132.41,4433.63,15482.14,8493.57,5327.54,Bulgaria
01-Jan-2013,6749.51,5590.44,16062.27,3113.71,14467.97,2943.49,9478.47,8689.22,3132.23,4444.65,15487.23,8527.4,5350.19,Bulgaria
01-Feb-2013,6752.95,5585.82,16082.68,3044.59,14476.32,2955.34,9457.68,8855.78,3135.87,4433.37,15455.58,8548.61,5336.01,Bulgaria
01-Mar-2013,6716.47,5610.01,16123.55,3019.66,14029.13,2950.51,9458.5,8796.9,3135.54,4374.92,15455.58,8543.15,5333.51,Bulgaria
01-Apr-2013,6687.3,5575.06,16116.12,3185.27,13897.95,2958.06,9423.14,8688.06,3140.28,4200.03,15452.03,8576.3,5352.66,Bulgaria
01-May-2013,6677.79,5564.53,16137.21,3210.09,13880.9,2953.28,9381.52,8684.5,3140.75,4158.75,15452.03,8572.2,5339.83,Bulgaria
01-Jun-2013,6649.37,5499.74,16134.27,3205.1,13853.15,2953.61,9368.78,8624.17,3129,4267.04,15452.03,8605.58,5330.12,Bulgaria
01-Jul-2013,6613.43,5412.07,16149.91,3126.06,13846.63,2916.95,9307.52,8638.6,3121.21,4440.02,15459.93,8652.29,5349.74,Bulgaria
01-Aug-2013,6572.62,5368.18,16152.24,3041.63,13559.93,2948.48,9313.19,8765.8,3118.54,4411.27,15474.56,8681.61,5341.3,Bulgaria
01-Sep-2013,6578.51,5426.29,16147.48,3038.53,13556.94,2942.85,9297.67,8789.72,3122.87,4151.11,15551.09,8624.39,5339.97,Bulgaria
01-Oct-2013,6609.9,5474.18,16182.26,3186.1,13540.96,2940.36,9312.71,8709.99,3141.34,4157.9,15619.85,8631.91,5351.95,Bulgaria
01-Nov-2013,6596.51,5441.15,16241.65,3205.88,13518.48,2935.26,9307.89,8692.98,3143.86,4155.09,15620.51,8655.13,5361.99,Bulgaria
01-Dec-2013,6614.83,5443.68,16283.17,3195.18,13525.39,2934.9,9313.01,8792.77,3136.63,4295.89,15620.51,8691.63,5368.68,Bulgaria
01-Jan-2014,6600.15,5492.49,16310.87,3091.64,13366.54,2932.82,9123,8726.62,3136.37,4292.39,15626.05,8724.47,5365.34,Bulgaria
01-Feb-2014,6576.41,5502.32,16310.03,2997.08,13355.5,2908.21,9101.53,8525.14,3133.57,4287.79,15651.23,8723.18,5345.79,Bulgaria
01-Mar-2014,6561.09,5488.03,16318.22,2977.52,13353.58,2909.87,9099.47,8473.94,3137.35,4236.92,15673.17,8712.38,5333.14,Bulgaria
01-Apr-2014,6580.88,5508.51,16299.93,3159.08,13348.14,2913,9114,8545.95,3126.16,4140.07,15681.83,8699.5,5324.94,Bulgaria
01-May-2014,6545.99,5450.92,16303.34,3162.76,13348.06,2910.89,9119.23,8486.78,3067.95,4112.71,15665.41,8677.94,5345.6,Bulgaria
01-Jun-2014,6521.78,5387.2,16286.33,3151.31,13351.29,2907.32,9095.49,8405.7,3065.99,4244.97,15672.53,8702.61,5312.34,Bulgaria
01-Jul-2014,6549.67,5409.77,16307.25,3100.22,13456.15,2907.36,9059.33,8592.03,2943.21,4425.78,15672.53,8756.33,5334.74,Bulgaria
01-Aug-2014,6533.39,5385.23,16342.64,2990.9,13464.63,2915.11,9006.24,8634.44,2943.28,4452.37,15672.74,8756.83,5313.2,Bulgaria
01-Sep-2014,6523.04,5436,16357.58,2980.43,13488.16,2903.38,8982.21,8500.66,2936.36,4200.45,15886.04,8684.24,5341.76,Bulgaria
01-Oct-2014,6581.01,5455.39,16378.67,3169.96,14068.87,2920.08,8966.8,8273.99,2937.56,4152.91,16017.19,8696.22,5358.25,Bulgaria
01-Nov-2014,6556.86,5431.66,16408.85,3194.96,14096.79,2913.83,8964.7,7998.72,2926.81,4166.13,16017.19,8712.56,5327.83,Bulgaria
01-Dec-2014,6556.93,5393.95,16410.18,3167.66,14091.41,2902.63,8967.62,8023.42,2925.33,4393.18,16012.98,8738.77,5312.34,Bulgaria
01-Jan-2015,6531.76,5435.65,16437.88,3076.06,14091.92,2900.59,8960.4,7483.99,2926.77,4427.02,16027.65,8787.58,5318.38,Bulgaria
01-Feb-2015,6543.26,5500.17,16428.46,2997.64,14086.84,2866.9,8965.56,7463.76,2929.1,4424.73,16069.82,8788.54,5295.17,Bulgaria
01-Mar-2015,6568.65,5517.54,16439.92,2991.95,14096.39,2884.39,8953.17,7763.9,2929.22,4375.29,16069.82,8763.74,5307.51,Bulgaria
01-Apr-2015,6613.14,5590.44,16448.58,3177.69,14009.98,2908.71,8961.3,7779.58,2941.89,4349.32,16080.03,8757.75,5323.24,Bulgaria
01-May-2015,6601.83,5537.83,16455.26,3199.17,14000.04,2911.29,8942.32,7926.5,2937.21,4321.14,16080.03,8769.09,5335.14,Bulgaria
01-Jun-2015,6544.61,5412.56,16471.24,3187.33,14000.78,2893.05,8879.21,7914.22,2933.28,4317.79,16080.03,8800.3,5305.73,Bulgaria
01-Jul-2015,6534.51,5359.41,16448.74,3102.85,13970.47,2909.48,8842.25,7958.5,2929.35,4511.09,16084.62,8869.13,5327.54,Bulgaria
01-Aug-2015,6536.18,5392.21,16484.5,3027.39,13952.68,2909.48,8838.94,7926.12,2928.4,4506.57,16084.62,8867.64,5323.61,Bulgaria
01-Sep-2015,6526.85,5477.87,16504.94,3010.1,13980.32,2910.27,8855,7561.96,2925.85,4269.19,16383.28,8822.42,5340.97,Bulgaria
01-Oct-2015,6540.33,5458.57,16514.38,3203.59,14042.26,2905.03,8877.57,7459.84,2928.3,4304.56,16451.63,8832.15,5341.04,Bulgaria
01-Nov-2015,6531.5,5450.6,16513.88,3209.03,14045.11,2907.44,8892.18,7333.43,2925.23,4313.61,16454.49,8835.95,5358.23,Bulgaria
01-Dec-2015,6532.25,5421.11,16537.82,3193.56,14063.39,2902.88,8893.74,7412.23,2906.61,4411.7,16454.49,8893.28,5339.56,Bulgaria
01-Jan-2016,6532.04,5464.18,16617.97,3127.78,14067.98,2890.25,8886.54,7285.48,2903.34,4418.46,16439.48,8923.87,5290.64,Bulgaria
01-Feb-2016,6511.23,5489.75,16654.32,3041.31,14068.9,2863.78,8903.71,7051.76,2899.27,4396.08,16469.27,8920.72,5263.4,Bulgaria
01-Mar-2016,6468.21,5440.1,16670.09,3008.06,14066.96,2859.38,8879.96,6930.46,2845.45,4358.37,16469.27,8902.54,5258.6,Bulgaria
01-Apr-2016,6466.45,5434.02,16758.19,3152.56,13974.73,2852.89,8898.66,6932.08,2843.45,4283.58,16480.37,8854.22,5271.81,Bulgaria
01-May-2016,6468.38,5437.79,16794.88,3177.27,13968.79,2850.88,8908.6,7017.67,2798.49,4262.84,16480.37,8848.96,5241.25,Bulgaria
01-Jun-2016,6459.15,5377.82,16813.77,3158.01,13981.4,2857.62,8904.94,7136.31,2798.97,4270.35,16480.37,8919.62,5258.68,Bulgaria
01-Jul-2016,6521.61,5467.69,16809.07,3088.55,13983.27,2843.73,8891.98,7265.76,2799.75,4537.83,16480.37,9028.92,5274.69,Bulgaria
01-Aug-2016,6518.62,5458.29,16844.48,2999.21,14024.98,2859.59,8883.05,7302.44,2794.66,4552.91,16482.17,9052.14,5258.5,Bulgaria
01-Sep-2016,6489.25,5459.39,16895.29,2990.85,14050.93,2844.31,8886.26,7284.17,2793.41,4241.84,16709.19,8927.59,5252.64,Bulgaria
01-Oct-2016,6503.33,5443.55,16949.27,3149.85,14074.09,2856.47,8886.06,7250.17,2800.31,4275.3,17013.88,8913.29,5260.33,Bulgaria
01-Nov-2016,6500.5,5439.08,16946.83,3168.46,14067.2,2850.05,8884.87,7235.31,2797.43,4277.61,17013.88,8930.47,5244.89,Bulgaria
01-Dec-2016,6538.33,5489.27,16934.81,3141.06,14080.59,2843.67,8877.16,7370.6,2765.83,4383.1,17013.88,9051.4,5271.31,Bulgaria
01-Jan-2017,6620.47,5681.04,16967.4,3049.96,14199.4,2841.74,8895.23,7444.51,2744.93,4402.88,17066.01,9098.4,5276.27,Bulgaria
01-Feb-2017,6622.21,5694.08,16968.55,2990.09,14256.42,2831.22,8900.42,7475.55,2741.03,4368.44,17178.18,9095.85,5262.04,Bulgaria
01-Mar-2017,6591.26,5664.44,16950.7,2961.83,14224.81,2824.25,8902.57,7459.39,2710.73,4254.33,17243.55,9078.25,5284,Bulgaria
01-Apr-2017,6634.11,5713.68,16954.72,3117.15,14395.3,2830.65,8906.24,7509.14,2753.72,4096.17,17243.55,9041.32,5283.9,Bulgaria
01-May-2017,6616.83,5678.25,16978.01,3142.6,14370.33,2841.81,8918.04,7448.99,2748.64,4071.93,17266.57,9072.91,5277.76,Bulgaria
01-Jun-2017,6582.98,5611.95,17008.77,3123.3,14345.1,2848.61,8912.69,7328.71,2753.46,4065.08,17266.57,9151,5286.27,Bulgaria
01-Jul-2017,6605.16,5605.58,17011.22,3037.07,14457.29,2858.8,8910.26,7292.29,2754.11,4355.05,17276.94,9245.43,5253.29,Bulgaria
01-Aug-2017,6610.88,5606.27,17095.84,2923.53,14522.9,2858.63,8909.34,7372.04,2753.74,4352.03,17276.94,9263.76,5296.55,Bulgaria
01-Sep-2017,6622.64,5673.28,17118.75,2926.4,14619.79,2848.18,8913.57,7448.37,2753.78,4048.73,17538.62,9190.6,5285.54,Bulgaria
01-Oct-2017,6664.99,5672.98,17164,3138.93,14738.54,2859.99,8915.96,7391.34,2745.94,4252.53,17687.37,9183.71,5277.41,Bulgaria
01-Nov-2017,6693.73,5707.94,17232.12,3143.96,14809.81,2861.53,8921.83,7476.37,2737.64,4269.68,17687.37,9204.87,5271.28,Bulgaria
01-Dec-2017,6719.42,5699.35,17231.92,3125.76,14844.04,2861.34,8916.89,7617.27,2747.08,4411.44,17687.37,9306.8,5285.95,Bulgaria
01-Jan-2018,6736.66,5736.96,17316.43,3016.55,14896.35,2871.51,8916.91,7600.86,2746.26,4492.99,17770.03,9360.44,5277.19,Bulgaria
01-Feb-2018,6757.9,5752.3,17511.89,2939.38,14934.14,2874.04,8928.61,7598.22,2815.44,4544.34,17756.06,9385.87,5302.39,Bulgaria
01-Mar-2018,6737.73,5731.25,17570.09,2925.07,14942.2,2872.49,8918.9,7554.33,2820.41,4390.2,17756.06,9396.12,5332.29,Bulgaria
01-Apr-2018,6767.88,5783.77,17605.14,3079.69,14940.46,2877.41,8920.03,7567.86,2815.27,4299.86,17817.55,9412.15,5347.45,Bulgaria
01-May-2018,6787.33,5796.34,17600.92,3102.79,14946.88,2887.97,8919.95,7760.91,2804.76,4246,17817.55,9417.7,5366.37,Bulgaria
01-Jun-2018,6790.82,5761.32,17577.93,3079.25,14977.31,2891.61,8931.91,7928.68,2808.57,4199.35,17817.55,9560.74,5370.3,Bulgaria
01-Jul-2018,6836.15,5764.68,17677.42,2991.97,15169.82,2913.66,8927,7984.61,2811.06,4436.54,17804.69,9781.57,5391.53,Bulgaria
01-Aug-2018,6841.83,5767.4,17699.4,2878.66,15225.78,2907.54,8938.4,8033.92,2820.4,4459.7,17805.03,9824.12,5424.89,Bulgaria
01-Sep-2018,6859.03,5856.69,17737.48,2873.02,15286.46,2911.62,8943.46,8072.74,2821,4207.8,18127.14,9663.35,5415.23,Bulgaria
01-Oct-2018,6908.97,5858.03,17766.83,3107.32,15409.2,2910.39,8942.83,8068.25,2822.71,4406.46,18105.95,9667.68,5447.09,Bulgaria
01-Nov-2018,6901.34,5848.88,17779.99,3104.11,15516.5,2895.26,8947.68,7828.6,2845.51,4420.13,18098.17,9714.56,5470.93,Bulgaria
01-Dec-2018,6898.96,5845.25,17862.16,3069.68,15531.98,2896.53,8949.6,7617.58,2853.9,4611.94,18087.09,9739.27,5454.53,Bulgaria
01-Jan-2019,6941.06,5942.82,17835.22,2941.64,15628.58,2898.25,8957.95,7480.3,2851.52,4866.47,18095.22,9769.79,5464.26,Bulgaria
01-Feb-2019,6975.42,6041.45,17870.81,2880.67,15631.61,2900.04,8965.36,7566.41,2825.71,4819.45,18171.48,9821.47,5482.12,Bulgaria
01-Mar-2019,6980.35,6052.53,17899.58,2863.57,15633.1,2905.06,8976.64,7737.57,2822.29,4633.07,18242.01,9849.77,5503.83,Bulgaria
01-Apr-2019,7017.11,6117.1,17891.11,3060.65,15602.31,2908.94,8980.79,7858.07,2831.37,4454.3,18273.33,9863.51,5508.52,Bulgaria
01-May-2019,7025.84,6132.75,17882.18,3072.1,15598.71,2913.44,8987.54,7951.93,2804.41,4390.54,18273.33,9924.91,5508.04,Bulgaria
01-Jun-2019,6982.88,6025.41,18017.54,3061.92,15593.77,2931.6,8996.38,7895.62,2770.75,4340.09,18273.33,10078.26,5481.3,Bulgaria
01-Jul-2019,7036.65,6040.69,18049.16,2974.14,15783.88,2923.21,9007.34,7924.56,2776.41,4628.61,18331.09,10364.94,5506.11,Bulgaria
01-Aug-2019,7041.45,6064.71,18069.79,2877.23,15811.61,2927.67,9050.99,7926.45,2775.06,4636.75,18331.15,10426.47,5453.55,Bulgaria
01-Sep-2019,7017.37,6102.76,18112.07,2850.92,15860.94,2919.94,9117.08,7844.69,2769.89,4304.87,18681.97,10185.61,5507.28,Bulgaria
01-Oct-2019,7073.56,6134.09,18211.47,3106.87,15889.19,2929.11,9149.14,7793.73,2769.15,4517.88,18717.55,10161.68,5526.68,Bulgaria
01-Nov-2019,7110.15,6202.64,18225.37,3127.85,15921.72,2920.1,9164.51,7791.83,2771.25,4568.3,18733.21,10226.48,5532.94,Bulgaria
01-Dec-2019,7162.38,6253.26,18245.42,3093.92,15907.95,2932.6,9171.68,7876.08,2766.06,4908.79,18733.21,10286.33,5502.63,Bulgaria
01-Jan-2020,7228.58,6419.55,18285.83,2955.63,15996.82,2938.64,9199.78,7878.18,2772.64,4953.21,18747.04,10338.32,5576.3,Bulgaria
01-Feb-2020,7233.91,6455.89,18280.04,2897.13,16001.25,2941.04,9226.78,7850.17,2769.12,4914.22,18863.12,10412.26,5565.03,Bulgaria
01-Mar-2020,7188.39,6459.89,18281.6,2854.4,15985.31,2925.12,9234.41,7635.62,2733.24,4712.14,18866.75,10438.55,5571.83,Bulgaria
01-Apr-2020,7142.84,6517.93,18292.38,3033.1,15655.26,2921.01,9262.51,7119.97,2729.02,4540.26,18866.75,10448.35,5598.58,Bulgaria
01-May-2020,7119.22,6522.79,18275.85,3032.3,15633.48,2933.42,9300.65,6952.66,2733.44,4373.66,18877.21,10482.24,5614.98,Bulgaria
01-Jun-2020,7091.5,6462.22,18312.32,3005.18,15624.8,2953.29,9304.5,6916.66,2741,4296.23,18840.31,10567.02,5601.79,Bulgaria
01-Jul-2020,7124.58,6373.77,18301.45,2938.25,15887.95,2959.4,9320.83,7010.1,2755.31,4616.27,18855.28,10777.93,5613.34,Bulgaria
01-Aug-2020,7127.27,6335.53,18336.45,2820.75,15918.69,2957.13,9336.81,7166.92,2760.88,4692.27,18931.74,10801.83,5628.3,Bulgaria
01-Sep-2020,7082.6,6361.85,18334.17,2796.22,15970.16,2949.75,9337.46,7085.13,2765.53,4275.58,19522.75,10592.55,5594.44,Bulgaria
01-Oct-2020,7127.81,6369.1,18348.51,3022.31,15982.89,2952.44,9344.38,7040.01,2760.75,4530.09,19654.4,10593.18,5600.14,Bulgaria
01-Nov-2020,7135.72,6382.82,18354.17,2993.44,16039.06,2957.85,9344.06,7052.5,2764.65,4534.13,19647.98,10588.52,5585.64,Bulgaria
01-Dec-2020,7172.76,6371.26,18340.35,2941.47,16043.95,2952.26,9332.59,7137.05,2766.07,4965.26,19620.5,10601.53,5573.7,Bulgaria
01-Jan-2021,7186.82,6393.68,18409.41,2832.36,16042.32,2957.12,9340.53,7224.71,2772.95,5029.82,19712.25,10629.53,5558.72,Bulgaria
01-Feb-2021,7229.87,6467.59,18406.81,2785.66,16071.83,2970.78,9347.71,7375.53,2771.84,4992.96,19673.24,10638.16,5652.73,Bulgaria
01-Mar-2021,7233.87,6462.51,18399.25,2759.97,16080.19,2960.24,9347.82,7595.86,2747.24,4842.47,19738.87,10668.1,5681.58,Bulgaria
01-Apr-2021,7284.4,6536.82,18388.48,2942.5,16110.1,2964.62,9348.51,7753.37,2721.01,4764.88,19738.87,10706.31,5659.33,Bulgaria
01-May-2021,7294.77,6573.86,18407.65,2970.85,16109.01,2963.86,9360.26,7759.63,2686.77,4700.34,19750.79,10748.95,5675.04,Bulgaria
01-Jun-2021,7279.63,6509.36,18421.77,2964.86,16154.07,2985.88,9364.45,7800.32,2657.52,4705.16,19840.59,10818.53,5672.7,Bulgaria
01-Jul-2021,7335.76,6486.96,18437.42,2905.1,16590.1,2989.26,9372.06,8021.61,2646.25,4901.19,19840.59,10934.38,5673.41,Bulgaria
01-Aug-2021,7392.28,6565.31,18409.19,2807.7,16713.59,3008.22,9358.39,8260.4,2657.29,4922.83,19840.59,10996.85,5683.64,Bulgaria
01-Sep-2021,7421.5,6641.44,18480.69,2804.82,16917.14,3020.42,9359.67,8222.78,2645.41,4695.13,20574.59,10999.95,5704.99,Bulgaria
01-Jan-1996,14.28,14.41,14.1,30.07,9.07,37.36,18.35,13.13,13.07,4.03,12.27,21.17,21.19,Sudan
01-Feb-1996,15.29,15.54,15.21,36.56,9.24,43.97,21.37,12.7,12.64,3.85,13.52,23.48,23.51,Sudan
01-Mar-1996,16.36,17.08,16.72,36.43,9.6,44.92,21.82,13.03,12.96,4.01,12.92,23.78,23.8,Sudan
01-Apr-1996,17.3,18.32,17.93,44.14,13.28,21.48,21.12,12.98,12.91,4.03,12.96,24.46,24.49,Sudan
01-May-1996,18.82,19.73,19.31,42.04,13.58,51.58,21.34,12.84,12.78,4.29,14.04,26.83,26.86,Sudan
01-Jun-1996,23.28,23.54,23.04,51.07,15.29,58.43,22.77,22.76,22.64,3.88,23.75,31.48,31.51,Sudan
01-Jul-1996,24.39,25.19,24.66,44.88,15.53,82.82,24.98,20.75,20.64,5.28,19.36,31.47,31.5,Sudan
01-Aug-1996,27.51,30.74,30.08,44.34,17.39,57.07,26.39,18.17,18.08,6.9,22.7,33.45,33.49,Sudan
01-Sep-1996,26.44,27.6,27.01,44.29,18.08,58.47,30.8,21.95,21.84,7.09,31.14,35.37,35.41,Sudan
01-Oct-1996,27.59,28.52,27.91,50.8,19.39,59.62,35.1,23.18,23.06,6.64,23.09,40.14,40.18,Sudan
01-Nov-1996,28.66,30.49,29.84,46.91,21.25,57.86,29.75,23.55,23.43,5.86,22.07,35.16,35.2,Sudan
01-Dec-1996,28.49,30.11,29.47,46.8,20.9,58.96,30.52,23.6,23.48,3.43,24.72,36.75,36.79,Sudan
01-Jan-1997,28.36,27.41,26.82,50.76,22.11,59.77,31.9,31.09,30.94,4.56,43.36,37.73,37.77,Sudan
01-Feb-1997,29.52,28.95,28.33,55.31,22.16,61.03,29.06,31.48,31.32,3.4,36.91,42.18,42.22,Sudan
01-Mar-1997,30.69,30.15,29.51,54.4,22.1,63.46,32.04,32.82,32.65,5.98,46.54,42.2,42.24,Sudan
01-Apr-1997,30.44,29.4,28.77,57.58,22.93,63.4,33.19,33.62,33.46,5.16,48.19,41.23,41.27,Sudan
01-May-1997,31.05,29.94,29.31,62.98,24.12,66.19,32.86,34.3,34.13,6.41,47.07,40.11,40.15,Sudan
01-Jun-1997,32.32,32.5,31.81,63.52,21.55,65.92,30.68,32.87,32.7,8.16,46.46,43.55,43.59,Sudan
01-Jul-1997,34,34.82,34.08,65.66,24.48,67.08,32.55,31.77,31.61,7.84,35.95,45.87,45.92,Sudan
01-Aug-1997,36.13,37.4,36.61,69.68,27.31,68.54,33.39,31.92,31.76,8.44,37.06,47,47.05,Sudan
01-Sep-1997,35.13,35.6,34.84,70.47,26.92,69.15,32.44,32.14,31.98,8.43,37.65,49.16,49.21,Sudan
01-Oct-1997,33.79,33.35,32.64,72,26.92,70.39,33.42,31.96,31.8,8.38,38.14,49.66,49.71,Sudan
01-Nov-1997,36.48,37.62,36.82,72.45,26.85,73.48,33.74,32.4,32.24,8.62,30.05,50.63,50.68,Sudan
